Day,Hour,Irradiance
57,13,30.74164330963674
57,14,27.0582213440765
57,15,21.802273906631317
57,16,15.279257557773901
57,17,7.8682662975001625
57,18,4.026417227956412e-15
57,19,0.0
57,20,0.0
57,21,0.0
57,22,0.0
57,23,0.0
58,0,0.0
58,1,0.0
58,2,0.0
58,3,0.0
58,4,0.0
58,5,0.0
58,6,7.206967335224449
58,7,13.995091925186031
58,8,19.96987264254513
58,9,24.78407694945311
58,10,28.15792079051311
58,11,29.895328625106124
58,12,29.895328625106128
58,13,28.157920790513117
58,14,24.784076949453112
58,15,19.96987264254514
58,16,13.995091925186035
58,17,7.2069673352244585
58,18,3.688011607981075e-15
58,19,0.0
58,20,0.0
58,21,0.0
58,22,0.0
58,23,0.0
59,0,0.0
59,1,0.0
59,2,0.0
59,3,0.0
59,4,0.0
59,5,0.0
59,6,6.573671411366189
59,7,12.765304934627133
59,8,18.215065335083047
59,9,22.606232347332504
59,10,25.683607305866197
59,11,27.268344363897004
59,12,27.268344363897008
59,13,25.6836073058662
59,14,22.606232347332504
59,15,18.215065335083057
59,16,12.765304934627135
59,17,6.573671411366198
59,18,3.3639359448292557e-15
59,19,0.0
59,20,0.0
59,21,0.0
59,22,0.0
59,23,0.0
60,0,0.0
60,1,0.0
60,2,0.0
60,3,0.0
60,4,0.0
60,5,0.0
60,6,5.968566185175257
60,7,11.590260998523483
60,8,16.5383719715221
60,9,20.525332880072018
60,10,23.319436048181547
60,11,24.75829835587195
60,12,24.758298355871954
60,13,23.31943604818155
60,14,20.52533288007202
60,15,16.538371971522107
60,16,11.590260998523485
60,17,5.968566185175265
60,18,3.0542862691140726e-15
60,19,0.0
60,20,0.0
60,21,0.0
60,22,0.0
60,23,0.0
61,0,0.0
61,1,0.0
61,2,0.0
61,3,0.0
61,4,0.0
61,5,0.0
61,6,5.391830962389415
61,7,10.470308307752873
61,8,14.940289392291916
61,9,18.541995163093294
61,10,21.06610757242581
61,11,22.365934381834375
61,12,22.36593438183438
61,13,21.066107572425814
61,14,18.541995163093294
61,15,14.940289392291923
61,16,10.470308307752875
61,17,5.391830962389422
61,18,2.7591543367172266e-15
61,19,0.0
61,20,0.0
61,21,0.0
61,22,0.0
61,23,0.0
62,0,0.0
62,1,0.0
62,2,0.0
62,3,0.0
62,4,0.0
62,5,0.0
62,6,4.843636642102137
62,7,9.405778728468135
62,8,13.421291143750167
62,9,16.656806902165798
62,10,18.92428958845716
62,11,20.091961350861222
62,12,20.091961350861226
62,13,18.924289588457164
62,14,16.6568069021658
62,15,13.421291143750175
62,16,9.405778728468137
62,17,4.843636642102144
62,18,2.4786276015997553e-15
62,19,0.0
62,20,0.0
62,21,0.0
62,22,0.0
62,23,0.0
63,0,0.0
63,1,0.0
63,2,0.0
63,3,0.0
63,4,0.0
63,5,0.0
63,6,4.324145666121529
63,7,8.396987703758047
63,8,11.981827337860567
63,9,14.870326719256948
63,10,16.89461676316847
63,11,17.93705309023793
63,12,17.937053090237935
63,13,16.894616763168475
63,14,14.87032671925695
63,15,11.981827337860574
63,16,8.396987703758048
63,17,4.324145666121535
63,18,2.212789189887538e-15
63,19,0.0
63,20,0.0
63,21,0.0
63,22,0.0
63,23,0.0
64,0,0.0
64,1,0.0
64,2,0.0
64,3,0.0
64,4,0.0
64,5,0.0
64,6,3.833511970835306
64,7,7.444234160174716
64,8,10.62232451881497
64,9,13.18308398700033
64,10,14.977690532421795
64,11,15.90184814578885
64,12,15.901848145788852
64,13,14.977690532421798
64,14,13.183083987000332
64,15,10.622324518814976
64,16,7.444234160174718
64,17,3.8335119708353114
64,18,1.9617178752392266e-15
64,19,0.0
64,20,0.0
64,21,0.0
64,22,0.0
64,23,0.0
65,0,0.0
65,1,0.0
65,2,0.0
65,3,0.0
65,4,0.0
65,5,0.0
65,6,3.3718809415961246
65,7,6.547800419155217
65,8,9.343185536639139
65,9,11.595578671831202
65,10,13.174078922829965
65,11,13.986949592662343
65,12,13.986949592662345
65,13,13.174078922829969
65,14,11.595578671831204
65,15,9.343185536639142
65,16,6.547800419155219
65,17,3.3718809415961295
65,18,1.7254880555039148e-15
65,19,0.0
65,20,0.0
65,21,0.0
65,22,0.0
65,23,0.0
66,0,0.0
66,1,0.0
66,2,0.0
66,3,0.0
66,4,0.0
66,5,0.0
66,6,2.939389369640763
66,7,5.707952113363638
66,8,8.144789427819568
66,9,10.108281185835617
66,10,11.484316383438031
66,11,12.1929248566266
66,12,12.1929248566266
66,13,11.484316383438035
66,14,10.108281185835619
66,15,8.144789427819573
66,16,5.70795211336364
66,17,2.939389369640767
66,18,1.5041697306754477e-15
66,19,0.0
66,20,0.0
66,21,0.0
66,22,0.0
66,23,0.0
67,0,0.0
67,1,0.0
67,2,0.0
67,3,0.0
67,4,0.0
67,5,0.0
67,6,2.536165411555922
67,7,4.924938107978395
67,8,7.027491302986808
67,9,8.72163224735718
67,10,9.908903627354473
67,11,10.520305545929123
67,12,10.520305545929125
67,13,9.908903627354475
67,14,8.72163224735718
67,15,7.027491302986811
67,16,4.924938107978396
67,17,2.5361654115559253
67,18,1.2978284821499115e-15
67,19,0.0
67,20,0.0
67,21,0.0
67,22,0.0
67,23,0.0
68,0,0.0
68,1,0.0
68,2,0.0
68,3,0.0
68,4,0.0
68,5,0.0
68,6,2.162328551302669
68,7,4.19899042694811
68,8,5.991622241688516
68,9,7.436042750402699
68,10,8.44830748337911
68,11,8.969587293769761
68,12,8.969587293769763
68,13,8.448307483379113
68,14,7.4360427504027
68,15,5.9916222416885185
68,16,4.198990426948111
68,17,2.162328551302672
68,18,1.1065254532924543e-15
68,19,0.0
68,20,0.0
68,21,0.0
68,22,0.0
68,23,0.0
69,0,0.0
69,1,0.0
69,2,0.0
69,3,0.0
69,4,0.0
69,5,0.0
69,6,1.817989564810757
69,7,3.530324184237907
69,8,5.037489194283438
69,9,6.251893642885416
69,10,7.102960757671652
69,11,7.5412296114338675
69,12,7.541229611433868
69,13,7.102960757671654
69,14,6.251893642885417
69,15,5.037489194283441
69,16,3.530324184237908
69,17,1.8179895648107596
69,18,9.30317331319183e-16
69,19,0.0
69,20,0.0
69,21,0.0
69,22,0.0
69,23,0.0
70,0,0.0
70,1,0.0
70,2,0.0
70,3,0.0
70,4,0.0
70,5,0.0
70,6,1.503250487153327
70,7,2.9191375200864984
70,8,4.165374890985399
70,9,5.169535813741916
70,10,5.873262105501881
70,11,6.235655752129199
70,12,6.2356557521292
70,13,5.873262105501883
70,14,5.169535813741917
70,15,4.165374890985401
70,16,2.919137520086499
70,17,1.503250487153329
70,18,7.692563304995217e-16
70,19,0.0
70,20,0.0
70,21,0.0
70,22,0.0
70,23,0.0
71,0,0.0
71,1,0.0
71,2,0.0
71,3,0.0
71,4,0.0
71,5,0.0
71,6,1.2182045823117156
71,7,2.3656115422929633
71,8,3.3755377580842354
71,9,4.189289988956175
71,10,4.7595759131195114
71,11,5.053252585566865
71,12,5.053252585566866
71,13,4.759575913119513
71,14,4.189289988956176
71,15,3.375537758084237
71,16,2.3656115422929638
71,17,1.2182045823117174
71,18,6.233901766839942e-16
71,19,0.0
71,20,0.0
71,21,0.0
71,22,0.0
71,23,0.0
72,0,0.0
72,1,0.0
72,2,0.0
72,3,0.0
72,4,0.0
72,5,0.0
72,6,0.9629363155393212
72,7,1.8699102725505894
72,8,2.6682118413685054
72,9,3.311446636521511
72,10,3.762232189778659
72,11,3.994370483323463
72,12,3.9943704833234634
72,13,3.76223218977866
72,14,3.3114466365215116
72,15,2.6682118413685068
72,16,1.8699102725505898
72,17,0.9629363155393226
72,18,4.927620931620253e-16
72,19,0.0
72,20,0.0
72,21,0.0
72,22,0.0
72,23,0.0
73,0,0.0
73,1,0.0
73,2,0.0
73,3,0.0
73,4,0.0
73,5,0.0
73,6,0.7375213283327291
73,7,1.4321805978437119
73,8,2.0436067367726776
73,9,2.5362658803686626
73,10,2.881526469948992
73,11,3.0593232150184386
73,12,3.059323215018439
73,13,2.8815264699489926
73,14,2.536265880368663
73,15,2.0436067367726785
73,16,1.432180597843712
73,17,0.7375213283327302
73,18,3.774107878539479e-16
73,19,0.0
73,20,0.0
73,21,0.0
73,22,0.0
73,23,0.0
74,0,0.0
74,1,0.0
74,2,0.0
74,3,0.0
74,4,0.0
74,5,0.0
74,6,0.5420264160175022
74,7,1.0525522269219256
74,8,1.5019075282693235
74,9,1.863977423285448
74,10,2.1177197257424805
74,11,2.248387855337361
74,12,2.2483878553373615
74,13,2.117719725742481
74,14,1.8639774232854482
74,15,1.5019075282693242
74,16,1.052552226921926
74,17,0.542026416017503
74,18,2.773704418410094e-16
74,19,0.0
74,20,0.0
74,21,0.0
74,22,0.0
74,23,0.0
75,0,0.0
75,1,0.0
75,2,0.0
75,3,0.0
75,4,0.0
75,5,0.0
75,6,0.37650950795528537
75,7,0.7311376518645866
75,8,1.0432747330247503
75,9,1.2947804788508743
75,10,1.4710382895817329
75,11,1.5618047019287233
75,12,1.5618047019287233
75,13,1.471038289581733
75,14,1.2947804788508745
75,15,1.0432747330247507
75,16,0.7311376518645868
75,17,0.3765095079552859
75,18,1.9267069923678107e-16
75,19,0.0
75,20,0.0
75,21,0.0
75,22,0.0
75,23,0.0
76,0,0.0
76,1,0.0
76,2,0.0
76,3,0.0
76,4,0.0
76,5,0.0
76,6,0.24101965037808504
76,7,0.468032114746979
76,8,0.6678442538342956
76,9,0.8288437124038543
76,10,0.9416737871328127
76,11,0.9997772041985586
76,12,0.9997772041985588
76,13,0.9416737871328129
76,14,0.8288437124038545
76,15,0.6678442538342959
76,16,0.4680321147469791
76,17,0.24101965037808537
76,18,1.233366584029668e-16
76,19,0.0
76,20,0.0
76,21,0.0
76,22,0.0
76,23,0.0
77,0,0.0
77,1,0.0
77,2,0.0
77,3,0.0
77,4,0.0
77,5,0.0
77,6,0.13559699185481183
77,7,0.2633135794180331
77,8,0.3757273388513964
77,9,0.4663051910640249
77,10,0.529783080522417
77,11,0.5624719030239911
77,12,0.5624719030239912
77,13,0.5297830805224171
77,14,0.46630519106402496
77,15,0.3757273388513966
77,16,0.26331357941803313
77,17,0.135596991854812
77,18,6.938886451221677e-17
77,19,0.0
77,20,0.0
77,21,0.0
77,22,0.0
77,23,0.0
78,0,0.0
78,1,0.0
78,2,0.0
78,3,0.0
78,4,0.0
78,5,0.0
78,6,0.060272771394393396
78,7,0.11704270839795454
78,8,0.16701054862236145
78,9,0.20727234281948084
78,10,0.23548822185624332
78,11,0.2500183814035797
78,12,0.2500183814035797
78,13,0.23548822185624338
78,14,0.20727234281948087
78,15,0.16701054862236153
78,16,0.11704270839795457
78,17,0.06027277139439348
78,18,3.084330346014948e-17
78,19,0.0
78,20,0.0
78,21,0.0
78,22,0.0
78,23,0.0
79,0,0.0
79,1,0.0
79,2,0.0
79,3,0.0
79,4,0.0
79,5,0.0
79,6,0.015069309188982107
79,7,0.02926284490261078
79,8,0.04175573043661308
79,9,0.051821924693544075
79,10,0.05887641705231828
79,11,0.06250922605908016
79,12,0.06250922605908016
79,13,0.058876417052318296
79,14,0.05182192469354408
79,15,0.041755730436613105
79,16,0.029262844902610788
79,17,0.015069309188982128
79,18,7.711397128386051e-18
79,19,0.0
79,20,0.0
79,21,0.0
79,22,0.0
79,23,0.0
80,0,0.0
80,1,0.0
80,2,0.0
80,3,0.0
80,4,0.0
80,5,0.0
80,6,0.0
80,7,0.0
80,8,0.0
80,9,0.0
80,10,0.0
80,11,0.0
80,12,0.0
80,13,0.0
80,14,0.0
80,15,0.0
80,16,0.0
80,17,0.0
80,18,0.0
80,19,0.0
80,20,0.0
80,21,0.0
80,22,0.0
80,23,0.0
81,0,0.0
81,1,0.0
81,2,0.0
81,3,0.0
81,4,0.0
81,5,0.0
81,6,0.015069309188982107
81,7,0.02926284490261078
81,8,0.04175573043661308
81,9,0.051821924693544075
81,10,0.05887641705231828
81,11,0.06250922605908016
81,12,0.06250922605908016
81,13,0.058876417052318296
81,14,0.05182192469354408
81,15,0.041755730436613105
81,16,0.029262844902610788
81,17,0.015069309188982128
81,18,7.711397128386051e-18
81,19,0.0
81,20,0.0
81,21,0.0
81,22,0.0
81,23,0.0
82,0,0.0
82,1,0.0
82,2,0.0
82,3,0.0
82,4,0.0
82,5,0.0
82,6,0.060272771394393396
82,7,0.11704270839795454
82,8,0.16701054862236145
82,9,0.20727234281948084
82,10,0.23548822185624332
82,11,0.2500183814035797
82,12,0.2500183814035797
82,13,0.23548822185624338
82,14,0.20727234281948087
82,15,0.16701054862236153
82,16,0.11704270839795457
82,17,0.06027277139439348
82,18,3.084330346014948e-17
82,19,0.0
82,20,0.0
82,21,0.0
82,22,0.0
82,23,0.0
83,0,0.0
83,1,0.0
83,2,0.0
83,3,0.0
83,4,0.0
83,5,0.0
83,6,0.13559699185481183
83,7,0.2633135794180331
83,8,0.3757273388513964
83,9,0.4663051910640249
83,10,0.529783080522417
83,11,0.5624719030239911
83,12,0.5624719030239912
83,13,0.5297830805224171
83,14,0.46630519106402496
83,15,0.3757273388513966
83,16,0.26331357941803313
83,17,0.135596991854812
83,18,6.938886451221677e-17
83,19,0.0
83,20,0.0
83,21,0.0
83,22,0.0
83,23,0.0
84,0,0.0
84,1,0.0
84,2,0.0
84,3,0.0
84,4,0.0
84,5,0.0
84,6,0.24101965037808504
84,7,0.468032114746979
84,8,0.6678442538342956
84,9,0.8288437124038543
84,10,0.9416737871328127
84,11,0.9997772041985586
84,12,0.9997772041985588
84,13,0.9416737871328129
84,14,0.8288437124038545
84,15,0.6678442538342959
84,16,0.4680321147469791
84,17,0.24101965037808537
84,18,1.233366584029668e-16
84,19,0.0
84,20,0.0
84,21,0.0
84,22,0.0
84,23,0.0
85,0,0.0
85,1,0.0
85,2,0.0
85,3,0.0
85,4,0.0
85,5,0.0
85,6,0.37650950795528537
85,7,0.7311376518645866
85,8,1.0432747330247503
85,9,1.2947804788508743
85,10,1.4710382895817329
85,11,1.5618047019287233
85,12,1.5618047019287233
85,13,1.471038289581733
85,14,1.2947804788508745
85,15,1.0432747330247507
85,16,0.7311376518645868
85,17,0.3765095079552859
85,18,1.9267069923678107e-16
85,19,0.0
85,20,0.0
85,21,0.0
85,22,0.0
85,23,0.0
86,0,0.0
86,1,0.0
86,2,0.0
86,3,0.0
86,4,0.0
86,5,0.0
86,6,0.5420264160175022
86,7,1.0525522269219256
86,8,1.5019075282693235
86,9,1.863977423285448
86,10,2.1177197257424805
86,11,2.248387855337361
86,12,2.2483878553373615
86,13,2.117719725742481
86,14,1.8639774232854482
86,15,1.5019075282693242
86,16,1.052552226921926
86,17,0.542026416017503
86,18,2.773704418410094e-16
86,19,0.0
86,20,0.0
86,21,0.0
86,22,0.0
86,23,0.0
87,0,0.0
87,1,0.0
87,2,0.0
87,3,0.0
87,4,0.0
87,5,0.0
87,6,0.7375213283327291
87,7,1.4321805978437119
87,8,2.0436067367726776
87,9,2.5362658803686626
87,10,2.881526469948992
87,11,3.0593232150184386
87,12,3.059323215018439
87,13,2.8815264699489926
87,14,2.536265880368663
87,15,2.0436067367726785
87,16,1.432180597843712
87,17,0.7375213283327302
87,18,3.774107878539479e-16
87,19,0.0
87,20,0.0
87,21,0.0
87,22,0.0
87,23,0.0
88,0,0.0
88,1,0.0
88,2,0.0
88,3,0.0
88,4,0.0
88,5,0.0
88,6,0.9629363155393212
88,7,1.8699102725505894
88,8,2.6682118413685054
88,9,3.311446636521511
88,10,3.762232189778659
88,11,3.994370483323463
88,12,3.9943704833234634
88,13,3.76223218977866
88,14,3.3114466365215116
88,15,2.6682118413685068
88,16,1.8699102725505898
88,17,0.9629363155393226
88,18,4.927620931620253e-16
88,19,0.0
88,20,0.0
88,21,0.0
88,22,0.0
88,23,0.0
89,0,0.0
89,1,0.0
89,2,0.0
89,3,0.0
89,4,0.0
89,5,0.0
89,6,1.2182045823117156
89,7,2.3656115422929633
89,8,3.3755377580842354
89,9,4.189289988956175
89,10,4.7595759131195114
89,11,5.053252585566865
89,12,5.053252585566866
89,13,4.759575913119513
89,14,4.189289988956176
89,15,3.375537758084237
89,16,2.3656115422929638
89,17,1.2182045823117174
89,18,6.233901766839942e-16
89,19,0.0
89,20,0.0
89,21,0.0
89,22,0.0
89,23,0.0
90,0,0.0
90,1,0.0
90,2,0.0
90,3,0.0
90,4,0.0
90,5,0.0
90,6,1.503250487153327
90,7,2.9191375200864984
90,8,4.165374890985399
90,9,5.169535813741916
90,10,5.873262105501881
90,11,6.235655752129199
90,12,6.2356557521292
90,13,5.873262105501883
90,14,5.169535813741917
90,15,4.165374890985401
90,16,2.919137520086499
90,17,1.503250487153329
90,18,7.692563304995217e-16
90,19,0.0
90,20,0.0
90,21,0.0
90,22,0.0
90,23,0.0
91,0,0.0
91,1,0.0
91,2,0.0
91,3,0.0
91,4,0.0
91,5,0.0
91,6,1.817989564810757
91,7,3.530324184237907
91,8,5.037489194283438
91,9,6.251893642885416
91,10,7.102960757671652
91,11,7.5412296114338675
91,12,7.541229611433868
91,13,7.102960757671654
91,14,6.251893642885417
91,15,5.037489194283441
91,16,3.530324184237908
91,17,1.8179895648107596
91,18,9.30317331319183e-16
91,19,0.0
91,20,0.0
91,21,0.0
91,22,0.0
91,23,0.0
92,0,0.0
92,1,0.0
92,2,0.0
92,3,0.0
92,4,0.0
92,5,0.0
92,6,2.162328551302669
92,7,4.19899042694811
92,8,5.991622241688516
92,9,7.436042750402699
92,10,8.44830748337911
92,11,8.969587293769761
92,12,8.969587293769763
92,13,8.448307483379113
92,14,7.4360427504027
92,15,5.9916222416885185
92,16,4.198990426948111
92,17,2.162328551302672
92,18,1.1065254532924543e-15
92,19,0.0
92,20,0.0
92,21,0.0
92,22,0.0
92,23,0.0
93,0,0.0
93,1,0.0
93,2,0.0
93,3,0.0
93,4,0.0
93,5,0.0
93,6,2.536165411555922
93,7,4.924938107978395
93,8,7.027491302986808
93,9,8.72163224735718
93,10,9.908903627354473
93,11,10.520305545929123
93,12,10.520305545929125
93,13,9.908903627354475
93,14,8.72163224735718
93,15,7.027491302986811
93,16,4.924938107978396
93,17,2.5361654115559253
93,18,1.2978284821499115e-15
93,19,0.0
93,20,0.0
93,21,0.0
93,22,0.0
93,23,0.0
94,0,0.0
94,1,0.0
94,2,0.0
94,3,0.0
94,4,0.0
94,5,0.0
94,6,2.939389369640763
94,7,5.707952113363638
94,8,8.144789427819568
94,9,10.108281185835617
94,10,11.484316383438031
94,11,12.1929248566266
94,12,12.1929248566266
94,13,11.484316383438035
94,14,10.108281185835619
94,15,8.144789427819573
94,16,5.70795211336364
94,17,2.939389369640767
94,18,1.5041697306754477e-15
94,19,0.0
94,20,0.0
94,21,0.0
94,22,0.0
94,23,0.0
95,0,0.0
95,1,0.0
95,2,0.0
95,3,0.0
95,4,0.0
95,5,0.0
95,6,3.3718809415961246
95,7,6.547800419155217
95,8,9.343185536639139
95,9,11.595578671831202
95,10,13.174078922829965
95,11,13.986949592662343
95,12,13.986949592662345
95,13,13.174078922829969
95,14,11.595578671831204
95,15,9.343185536639142
95,16,6.547800419155219
95,17,3.3718809415961295
95,18,1.7254880555039148e-15
95,19,0.0
95,20,0.0
95,21,0.0
95,22,0.0
95,23,0.0
96,0,0.0
96,1,0.0
96,2,0.0
96,3,0.0
96,4,0.0
96,5,0.0
96,6,3.833511970835306
96,7,7.444234160174716
96,8,10.62232451881497
96,9,13.18308398700033
96,10,14.977690532421795
96,11,15.90184814578885
96,12,15.901848145788852
96,13,14.977690532421798
96,14,13.183083987000332
96,15,10.622324518814976
96,16,7.444234160174718
96,17,3.8335119708353114
96,18,1.9617178752392266e-15
96,19,0.0
96,20,0.0
96,21,0.0
96,22,0.0
96,23,0.0
97,0,0.0
97,1,0.0
97,2,0.0
97,3,0.0
97,4,0.0
97,5,0.0
97,6,4.324145666121529
97,7,8.396987703758047
97,8,11.981827337860567
97,9,14.870326719256948
97,10,16.89461676316847
97,11,17.93705309023793
97,12,17.937053090237935
97,13,16.894616763168475
97,14,14.87032671925695
97,15,11.981827337860574
97,16,8.396987703758048
97,17,4.324145666121535
97,18,2.212789189887538e-15
97,19,0.0
97,20,0.0
97,21,0.0
97,22,0.0
97,23,0.0
98,0,0.0
98,1,0.0
98,2,0.0
98,3,0.0
98,4,0.0
98,5,0.0
98,6,4.843636642102137
98,7,9.405778728468135
98,8,13.421291143750167
98,9,16.656806902165798
98,10,18.92428958845716
98,11,20.091961350861222
98,12,20.091961350861226
98,13,18.924289588457164
98,14,16.6568069021658
98,15,13.421291143750175
98,16,9.405778728468137
98,17,4.843636642102144
98,18,2.4786276015997553e-15
98,19,0.0
98,20,0.0
98,21,0.0
98,22,0.0
98,23,0.0
99,0,0.0
99,1,0.0
99,2,0.0
99,3,0.0
99,4,0.0
99,5,0.0
99,6,5.391830962389415
99,7,10.470308307752873
99,8,14.940289392291916
99,9,18.541995163093294
99,10,21.06610757242581
99,11,22.365934381834375
99,12,22.36593438183438
99,13,21.066107572425814
99,14,18.541995163093294
99,15,14.940289392291923
99,16,10.470308307752875
99,17,5.391830962389422
99,18,2.7591543367172266e-15
99,19,0.0
99,20,0.0
99,21,0.0
99,22,0.0
99,23,0.0
100,0,0.0
100,1,0.0
100,2,0.0
100,3,0.0
100,4,0.0
100,5,0.0
100,6,5.968566185175257
100,7,11.590260998523483
100,8,16.5383719715221
100,9,20.525332880072018
100,10,23.319436048181547
100,11,24.75829835587195
100,12,24.758298355871954
100,13,23.31943604818155
100,14,20.52533288007202
100,15,16.538371971522107
100,16,11.590260998523485
100,17,5.968566185175265
100,18,3.0542862691140726e-15
100,19,0.0
100,20,0.0
100,21,0.0
100,22,0.0
100,23,0.0
101,0,0.0
101,1,0.0
101,2,0.0
101,3,0.0
101,4,0.0
101,5,0.0
101,6,6.573671411366189
101,7,12.765304934627133
101,8,18.215065335083047
101,9,22.606232347332504
101,10,25.683607305866197
101,11,27.268344363897004
101,12,27.268344363897008
101,13,25.6836073058662
101,14,22.606232347332504
101,15,18.215065335083057
101,16,12.765304934627135
101,17,6.573671411366198
101,18,3.3639359448292557e-15
101,19,0.0
101,20,0.0
101,21,0.0
101,22,0.0
101,23,0.0
102,0,0.0
102,1,0.0
102,2,0.0
102,3,0.0
102,4,0.0
102,5,0.0
102,6,7.206967335224449
102,7,13.995091925186031
102,8,19.96987264254513
102,9,24.78407694945311
102,10,28.15792079051311
102,11,29.895328625106124
102,12,29.895328625106128
102,13,28.157920790513117
102,14,24.784076949453112
102,15,19.96987264254514
102,16,13.995091925186035
102,17,7.2069673352244585
102,18,3.688011607981075e-15
102,19,0.0
102,20,0.0
102,21,0.0
102,22,0.0
102,23,0.0
103,0,0.0
103,1,0.0
103,2,0.0
103,3,0.0
103,4,0.0
103,5,0.0
103,6,7.868266297500152
103,7,15.279257557773898
103,8,21.802273906631306
103,9,27.058221344076497
103,10,30.741643309636732
103,11,32.638472707367754
103,12,32.638472707367754
103,13,30.74164330963674
103,14,27.0582213440765
103,15,21.802273906631317
103,16,15.279257557773901
103,17,7.8682662975001625
103,18,4.026417227956412e-15
103,19,0.0
103,20,0.0
103,21,0.0
103,22,0.0
103,23,0.0
104,0,0.0
104,1,0.0
104,2,0.0
104,3,0.0
104,4,0.0
104,5,0.0
104,6,8.557372341038775
104,7,16.61742130639923
104,8,23.711726147300563
104,9,29.427991653138474
104,10,33.43400925049334
104,11,35.496963757888416
104,12,35.496963757888416
104,13,33.43400925049335
104,14,29.427991653138477
104,15,23.711726147300574
104,16,16.617421306399237
104,17,8.557372341038786
104,18,4.379052527866676e-15
104,19,0.0
104,20,0.0
104,21,0.0
104,22,0.0
104,23,0.0
105,0,0.0
105,1,0.0
105,2,0.0
105,3,0.0
105,4,0.0
105,5,0.0
105,6,9.274081268847494
105,7,18.00918664426338
105,8,25.697663552644645
105,9,31.892685662552648
105,10,36.23422080694866
105,11,38.469954744078564
105,12,38.469954744078564
105,13,36.23422080694867
105,14,31.89268566255265
105,15,25.69766355264466
105,16,18.009186644263387
105,17,9.274081268847507
105,18,4.7458130142620135e-15
105,19,0.0
105,20,0.0
105,21,0.0
105,22,0.0
105,23,0.0
106,0,0.0
106,1,0.0
106,2,0.0
106,3,0.0
106,4,0.0
106,5,0.0
106,6,10.018180704603148
106,7,19.454141161259972
106,8,27.759497646550297
106,9,34.451573030291556
106,10,39.14144821588498
106,11,41.55656470454657
106,12,41.556564704546574
106,13,39.141448215884985
106,14,34.45157303029156
106,15,27.75949764655031
106,16,19.454141161259976
106,17,10.018180704603163
106,18,5.126590008094963e-15
106,19,0.0
106,20,0.0
106,21,0.0
106,22,0.0
106,23,0.0
107,0,0.0
107,1,0.0
107,2,0.0
107,3,0.0
107,4,0.0
107,5,0.0
107,6,10.789450155583948
107,7,20.951856686180953
107,8,29.89661746307748
107,9,37.10389550280284
107,10,42.154830003077926
107,11,44.755879010146664
107,12,44.75587901014667
107,13,42.15483000307794
107,14,37.10389550280285
107,15,29.896617463077494
107,16,20.951856686180957
107,17,10.789450155583964
107,18,5.521270676924412e-15
107,19,0.0
107,20,0.0
107,21,0.0
107,22,0.0
107,23,0.0
108,0,0.0
108,1,0.0
108,2,0.0
108,3,0.0
108,4,0.0
108,5,0.0
108,6,11.587661078006205
108,7,22.501889413592938
108,8,32.108389727501724
108,9,39.84886713969608
108,10,45.27347323846986
108,11,48.066949635003226
108,12,48.06694963500323
108,13,45.27347323846987
108,14,39.84886713969609
108,15,32.10838972750174
108,16,22.50188941359294
108,17,11.58766107800622
108,18,5.929738068350279e-15
108,19,0.0
108,20,0.0
108,21,0.0
108,22,0.0
108,23,0.0
109,0,0.0
109,1,0.0
109,2,0.0
109,3,0.0
109,4,0.0
109,5,0.0
109,6,12.412576944746803
109,7,24.103780035346343
109,8,34.39415904396713
109,9,42.685674546633926
109,10,48.49645380076428
109,11,51.48879543743136
109,12,51.488795437431364
109,13,48.49645380076429
109,14,42.68567454663393
109,15,34.39415904396714
109,16,24.103780035346347
109,17,12.41257694474682
109,18,6.351871144669037e-15
109,19,0.0
109,20,0.0
109,21,0.0
109,22,0.0
109,23,0.0
110,0,0.0
110,1,0.0
110,2,0.0
110,3,0.0
110,4,0.0
110,5,0.0
110,6,13.263953315431289
110,7,25.75705387667832
110,8,36.75324808969429
110,9,45.61347711635839
110,10,51.82281665126298
110,11,55.02040245067033
110,12,55.02040245067033
110,13,51.822816651263
110,14,45.61347711635839
110,15,36.7532480896943
110,16,25.757053876678327
110,17,13.263953315431307
110,18,6.7875448187397945e-15
110,19,0.0
110,20,0.0
110,21,0.0
110,22,0.0
110,23,0.0
111,0,0.0
111,1,0.0
111,2,0.0
111,3,0.0
111,4,0.0
111,5,0.0
111,6,14.141537908866818
111,7,27.461221036869112
111,8,39.18495781568564
111,9,48.6314072777809
111,10,55.25157611686458
111,11,58.660724183343795
111,12,58.6607241833438
111,13,55.25157611686459
111,14,48.63140727778091
111,15,39.184957815685664
111,16,27.46122103686912
111,17,14.141537908866837
111,18,7.236629991050318e-15
111,19,0.0
111,20,0.0
111,21,0.0
111,22,0.0
111,23,0.0
112,0,0.0
112,1,0.0
112,2,0.0
112,3,0.0
112,4,0.0
112,5,0.0
112,6,15.045070677798531
112,7,29.215776534410214
112,8,41.68856765386879
112,9,51.73857075306237
112,10,58.781716182140705
112,11,62.40868192955778
112,12,62.40868192955779
112,13,58.78171618214072
112,14,51.738570753062376
112,15,41.68856765386881
112,16,29.21577653441022
112,17,15.045070677798552
112,18,7.698993587971999e-15
112,19,0.0
112,20,0.0
112,21,0.0
112,22,0.0
112,23,0.0
113,0,0.0
113,1,0.0
113,2,0.0
113,3,0.0
113,4,0.0
113,5,0.0
113,6,15.974283885967163
113,7,31.0202004566413
113,8,44.26333573061635
113,9,54.934046822607
113,10,62.412190790403386
113,11,66.26316508854455
113,12,66.26316508854455
